Name,Industry,City,Phone Number,Company Domain Name,Company owner,Lead Source,Lead Source Detail,CR Number
مصنع ياسر خميس سويدان للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966505238319,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010179001.0
شركة تصميم الرفوف للمنتجات المعدنية شركة شخص واحد,صناعة المعادن,منطقة الرياض,966508489597,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010701207.0
مصنع ماسة الجود لتعبئة المياه,الأغذية,منطقة مكة المكرمة,966503629822,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030315498.0
مصنع طريق بيت الثلوج للصناعة,الالات والمعدات,منطقة القصيم,966544098119,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131299500.0
مصنع الرؤى المتحدة للصناعات الغذائية,الأغذية,منطقة مكة المكرمة,966500698532,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030303622.0
شركة اركان الفولاذ للصناعة,صناعة المعادن,منطقة الرياض,966550968968,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010685211.0
مصنع شركة مارخور السعودية للصناعة شركة شخص واحد,منتجات البلاستيك والمطاط,منطقة الرياض,966590871859,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010589983.0
مصنع ابها للبلك,مواد البناء,منطقة عسير,966535363339,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5850127914.0
مصنع ابواب الجنوب للصناعة,صناعة المعادن,منطقة عسير,966551555543,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855348807.0
مصنع منافع التعمير للصناعة,صناعة المعادن,منطقة عسير,966505253557,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855351867.0
مصنع الرف القوى للصناعات المعدنية,صناعة المعادن,منطقة الرياض,966557061155,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010949655.0
مصنع عايض معيض العتيبي للصناعة,مواد البناء,منطقة الرياض,966560066680,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010625889.0
مصنع ساس للدهانات,الكيماويات المتخصصة,المنطقة الشرقية,966569069255,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2057003956.0
مصنع أمجاد العصرية للصناعات المعدنية,صناعة المعادن,منطقة القصيم,966555174265,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1128009298.0
مصنع اشهى دونات للحلويات,الأغذية,منطقة تبوك,966504558851,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3550139271.0
مصنع خبراء الأنتاج للبلاستيك شركة الشخص الواحد (شركة الشخص الواحد),منتجات البلاستيك والمطاط,المنطقة الشرقية,966500081583,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050146121.0
مصنع تمرة للمنتجات الغذائية,الأغذية,منطقة المدينة المنورة,966598920082,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650238136.0
شركة الخليج الحديثة للمواد الكيميائية شركة شخص واحد,الكيماويات المتخصصة,المنطقة الشرقية,966505900738,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2055127289.0
مصنع طلال عبدالله بن حمد الهويميل للصناعات البلاستيكية,منتجات البلاستيك والمطاط,منطقة الرياض,966554188417,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010736221.0
شركة روائع التشييد للصناعة شركة شخص واحد,مواد البناء,منطقة الرياض,966550600420,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011014281.0
مصنع المؤسسة السعودية لخدمات التغليف,الأغذية,منطقة الرياض,966552283930,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010149253.0
شركة نكهة البادية للصناعات الغذائية,الأغذية,منطقة عسير,966553677099,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855341614.0
مصنع أحمد عبده عبد الله السبعي للصناعة,مواد البناء,منطقة الرياض,966555399242,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010622457.0
شركة شمس الصفوة للالمنيوم المحدودة,مواد البناء,منطقة المدينة المنورة,966556140729,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650209754.0
مصنع بهارات النخبة لتعبئة و تغليف المواد الغذائية الجافة,الأغذية,منطقة الرياض,966555233457,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010439959.0
مصنع الغاز الاول للغازات الصناعية,الكيماويات الأساسية والمتوسطة,منطقة مكة المكرمة,966566877574,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030271585.0
شركة مصنع بلاست برو للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966534534671,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010365410.0
مصنع فحمات الصناعية,السيارات,منطقة الرياض,966504850561,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010602718.0
مصنع خالد ابن عبدالله ابن علي الغامدي للبلك,مواد البناء,منطقة الباحه,966538365652,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5810431991.0
شركة ليدكو السعودية للصناعة شركة شخص واحد,الالات والمعدات,منطقة الرياض,966501951017,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010674765.0
شركة مصنع المنيوم أجيال للصناعة,صناعة المعادن,منطقة الرياض,966542388726,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010239551.0
مصنع سالك للصناعة,الكيماويات المتخصصة,منطقة الرياض,966590177041,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010672282.0
مصنع شواهد الطرق للصناعات المعدنية,صناعة المعادن,منطقة الرياض,966590177041,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010672533.0
مصنع عبدالعزيز ابراهيم البكر لتمديدات وفتحات التكييف,صناعة المعادن,منطقة الرياض,966552323228,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010179721.0
مصنع بهجة الأمل للصناعة,منتجات البلاستيك والمطاط,منطقة الرياض,966593999946,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010639104.0
مصنع قمة الانظمة للصناعة,الالات والمعدات,منطقة الرياض,966555331545,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010612686.0
مصنع صالح محمد القحطاني للخرسانة الجاهزة,مواد البناء,منطقة جيزان,966558155100,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5906010770.0
شركة فن النظافة الصناعية,الكيماويات المتخصصة,المنطقة الشرقية,966564635409,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2053117316.0
شركة كشف الكواشف للصناعة,الكيماويات المتخصصة,المنطقة الشرقية,966555955030,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050107053.0
مصنع بيوتي للصناعة,صناعة المعادن,منطقة القصيم,966558381333,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131172357.0
شركة الدواء المتقدم للصناعة,الادوية,منطقة الرياض,966558737375,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010651367.0
مصنع ليفا للمنظفات,الكيماويات المتخصصة,المنطقة الشرقية,966559333900,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050141229.0
شركة عبدالمحسن محمد علي الناصر وشركاؤه,مواد البناء,المنطقة الشرقية,966502997785,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2251493512.0
شركة النجاح الفضي للصناعه,صناعة المعادن,المنطقة الشرقية,966532928502,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2511117536.0
مصنع سبائك النحاس للصناعة,صناعة المعادن,منطقة الرياض,966551343777,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011138237.0
مصنع محمد سميح غدار للطاقة,الالات والمعدات,منطقة مكة المكرمة,966547996433,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4602002581.0
مصنع التنين الاصفر للمنتجات الحديد,صناعة المعادن,منطقة القصيم,966555147455,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1142100013.0
مصنع أفران الخباز للصناعة,الأغذية,منطقة عسير,966500526522,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5857060368.0
شركة الاطعمة المعاصرة للصناعات الغذائية,الأغذية,منطقة مكة المكرمة,966540546830,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030236539.0
شركة تروس للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966555259292,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010644082.0
مصنع اسوادن للتمور,الأغذية,منطقة المدينة المنورة,966541815055,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650229463.0
مصنع شركة الهلالي للخرسانه الجاهزه,مواد البناء,منطقة الباحه,966557614455,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5801775235.0
مصنع ابراهيم سالم سليمان الحساني للصناعة,مواد البناء,منطقة مكة المكرمة,966546363431,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4601102853.0
المصنع فنون القص للصناعة,صناعة المعادن,منطقة مكة المكرمة,966537931851,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4032239931.0
مصنع عرق الذهب للمنتجات الاسمنتية,مواد البناء,منطقة المدينة المنورة,966550330433,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650226843.0
شركة خبرا الفولاذ للصناعة,صناعة المعادن,منطقة الرياض,966568774224,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010361706.0
مصنع تجهيز الخليج للخرسانة الجاهزه,مواد البناء,منطقة الرياض,966558552822,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010461555.0
شركة افال لانظمة الالمنيوم,صناعة المعادن,منطقة مكة المكرمة,966552742543,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030182683.0
شركة الطاقة البديلة للصناعة,الالات والمعدات,منطقة مكة المكرمة,966553006060,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030369008.0
شركة اتيكا الصناعية,الالات والمعدات,منطقة جيزان,966536656666,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5900120432.0
مصنع غلا الكويت للعطور,الكيماويات المتخصصة,المنطقة الشرقية,966509155101,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2511117567.0
مصنع شركة ابناء صالح الجهنى للخرسانة الجاهزة,مواد البناء,منطقة المدينة المنورة,966590833377,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650226117.0
شركه الراشد بيكو المحدوده,صناعة المعادن,المنطقة الشرقية,966554799222,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050114597.0
مصنع الهدف الاول للمعادن,صناعة المعادن,منطقة الرياض,966552233064,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010483484.0
مصنع ركن المنازل للصناعة,صناعة المعادن,منطقة القصيم,966501371399,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131314204.0
مصنع ميهاف فهد صامل الرشيد للبلك,مواد البناء,منطقة الرياض,966555223163,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010730080.0
مصنع صلاح محمود مصطفى عيّاد للصناعة,مواد البناء,منطقة عسير,966543445112,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5855021657.0
مصنع ابراج البحرين للصناعة,مواد البناء,منطقة الرياض,966566445289,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010604606.0
مصنع التقوي للبلك,مواد البناء,منطقة حائل,966539420364,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3351200261.0
مصنع ورقاء للمنتجات الغذائية,الأغذية,منطقة الرياض,966566510079,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1113101747.0
شركة اركان التقدم للصناعة شركةشخص واحد,الالات والمعدات,منطقة الرياض,966504147879,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010730210.0
شركة سيكو السعودية العربية للصناعة شركة الشخص الواحد,الالات والمعدات,المنطقة الشرقية,966580574865,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2051234340.0
شركة غلف كوست فابريكاتورزالعربية الصناعية,صناعة المعادن,منطقة الرياض,966551312743,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010670897.0
مصنع عبدالاله عيسى العويدان للصناعات الحديدية,السيارات,منطقة الرياض,966552650000,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1012001187.0
مصنع المجيد الحديث لتصنيع العطور والعود,الكيماويات المتخصصة,منطقة مكة المكرمة,966507014185,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4031047939.0
مصنع بحر الشرقيه  للصناعة,منتجات البلاستيك والمطاط,المنطقة الشرقية,966594301090,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2053115655.0
مصنع الموارد الشرقية للصناعة,الالات والمعدات,منطقة الرياض,966597766488,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010688941.0
مصنع صفوة الأغذية للحلويات,الأغذية,المنطقة الشرقية,966544802220,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2051236555.0
مصنع  الشامخة للصناعات البلاستيكية,منتجات البلاستيك والمطاط,المنطقة الشرقية,966507075551,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050139421.0
شركة الكيان الحديث للصناعة شركة شخص واحد,صناعة المعادن,منطقة الرياض,966554422840,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010573610.0
مصنع ارض الفاكهة للمنتجات الغذائية,الأغذية,منطقة المدينة المنورة,966504321757,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4650201831.0
مصنع صديق محمد سيت للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966507331444,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030282024.0
مصنع حلويات كاندي للصناعة,الأغذية,منطقة القصيم,966537268985,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1166000963.0
مصنع سعديه رده عايض الثبيتى للرخام والحجر,مواد البناء,منطقة الرياض,966555514343,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1018100246.0
شركة هاليبرتون مانيوفاكتشرينج ميدل ايست,صناعة المعادن,المنطقة الشرقية,966505949431,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2052102110.0
شركة طاقة لخدمات الآبار,مواد البناء,المنطقة الشرقية,966548827919,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050122076.0
شركة بوابة الحديد للصناعة,صناعة المعادن,منطقة الرياض,966570831300,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010426094.0
شركة جولدن ماكس للخرسانة الجاهزة,مواد البناء,منطقة حائل,966500006426,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3350153764.0
مصنع ركن الشمس للصناعات البلاستيكية,منتجات البلاستيك والمطاط,منطقة الرياض,966551881808,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010682050.0
مصنع نافذ للصناعات المعدنية,الالات والمعدات,منطقة القصيم,966554477322,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131313568.0
مصنع ألين للصناعة,الكيماويات المتخصصة,المنطقة الشرقية,966555881299,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2062617639.0
مصنع ابراهيم عمر الصبه للمنتجات البلاستيكية,منتجات البلاستيك والمطاط,المنطقة الشرقية,966555561748,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050138143.0
شركة كون للصناعة,الالات والمعدات,منطقة الرياض,966548505658,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010674685.0
مصنع المعمول المميز للحلويات,الأغذية,المنطقة الشرقية,966549092133,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050107371.0
مصنع الشيوخ للدهانات,الكيماويات المتخصصة,منطقة الرياض,966505403784,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010373052.0
مصنع تاج الرحمة للصناعة,منتجات البلاستيك والمطاط,منطقة الرياض,966503737801,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010718801.0
مصنع فرسان الانشاءات للصناعة,صناعة المعادن,منطقة الرياض,966581990079,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010701511.0
مصنع أجا حائل للخرسانة الجاهزة,مواد البناء,منطقة حائل,966501648888,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,3350148171.0
مصنع ميم كاف للمصاعد,الالات والمعدات,منطقة مكة المكرمة,966546666613,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4602006856.0
مصنع أسفنج العطار للصناعة,منتجات البلاستيك والمطاط,منطقة الرياض,966505498317,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010629688.0
مصنع خبراء الشرق للبلاستيك,منتجات البلاستيك والمطاط,المنطقة الشرقية,966544400055,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050149358.0
مصنع عبدالله علي هادي اليامي للصناعة,الكيماويات المتخصصة,منطقة الرياض,966555022084,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010998911.0
فرسان الغربية للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966505680416,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030333802.0
مصنع مشاعل حضاض الشبيشيري المطيري للصناعه,الأغذية,منطقة القصيم,966509939737,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1134102104.0
مصنع نجم المطاط للأدوات والمواد البلاستيك,منتجات البلاستيك والمطاط,المنطقة الشرقية,966557519909,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2051058588.0
مصنع روافع الجزيرة للصناعة,الالات والمعدات,منطقة الرياض,966553705570,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010599273.0
مصنع شركة السيطرة السليمة للمحولات الكهربائية,الالات والمعدات,منطقة الرياض,966555690542,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010409443.0
شركة عسك للأنابيب شركة شخص واحد,منتجات البلاستيك والمطاط,منطقة الرياض,966554245556,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1126002043.0
المصنع  سنابل بابل للصناعة,الأغذية,منطقة القصيم,966540438227,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131305727.0
شركة زهراء للصناعة,الالات والمعدات,منطقة الرياض,966534621747,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010329574.0
مصنع علي مصطفى احمد جريبي للبلك,مواد البناء,منطقة جيزان,966505769736,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5906333443.0
مصنع شركة مصاعد الفا,الالات والمعدات,منطقة مكة المكرمة,966556617871,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030604558.0
مصنع عبدالله بن ناصر بن عبدالله الشقاوي للتعبئة والتغليف,الأغذية,المنطقة الشرقية,966505807236,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2251495725.0
مصنع الاماني للصناعات البلاستيكية,منتجات البلاستيك والمطاط,المنطقة الشرقية,966549934499,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050148458.0
مصنع ارام للالمنيوم,صناعة المعادن,منطقة القصيم,966552228086,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131312958.0
مصنع صقر الجودة للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966502876370,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030329678.0
مصنع حلول التغذية للصناعة,الأغذية,منطقة مكة المكرمة,966556403555,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030594604.0
مصنع انفا للصناعة,صناعة المعادن,منطقة الرياض,966552491226,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010707945.0
شركة افاق لتشكيل المعادن,صناعة المعادن,منطقة الرياض,966557844703,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010374271.0
شركة مصنع خط المتوسط للصناعة,السيارات,منطقة الرياض,966555892299,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010734630.0
مصنع نماء الانجاز للصناعة,منتجات البلاستيك والمطاط,منطقة مكة المكرمة,966547009100,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030390497.0
شركة كرين السعودية,الالات والمعدات,المنطقة الشرقية,966561858438,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2050116716.0
مصنع السفير للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966539196640,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010439549.0
شركة العقود الذهبية للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966532231326,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010008604.0
شركة المعادن الذكية الصناعية شركة شخص واحد,صناعة المعادن,منطقة الرياض,966567665056,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010621631.0
مصنع الفضفضة للتصنيع,صناعة المعادن,منطقة الرياض,966503111583,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010307179.0
شركة مدارات التطورية للصناعه,صناعة المعادن,منطقة الرياض,966555157152,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010722495.0
شركة سواني للبلوك الآلي,مواد البناء,منطقة القصيم,966505134171,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131001995.0
شركة سكان نجد للصناعة,منتجات البلاستيك والمطاط,منطقة القصيم,966505171981,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1131312339.0
شركة الياء للصناعات الغذائية,الأغذية,منطقة الرياض,966555970971,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010654036.0
مصنع شماعة للصناعة,منتجات البلاستيك والمطاط,منطقة المدينة المنورة,966555831399,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4700111830.0
مصنع افق الانتاج للصناعة,صناعة المعادن,المنطقة الشرقية,966507997773,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2055018590.0
مصنع روض الأصيل للتعبئة والتغليف,الأغذية,منطقة مكة المكرمة,966534470077,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,4030314703.0
شركة مدى الخليج للصناعة شركة شخص واحد,منتجات البلاستيك والمطاط,منطقة الرياض,966557906279,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010631531.0
شركة مصنع التخصصي للبلاستيك,منتجات البلاستيك والمطاط,منطقة الرياض,966533907774,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1011023470.0
مصنع زرجون للمنظفات,الكيماويات المتخصصة,منطقة الرياض,966500167209,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010142107.0
مصنع قيم الخليج للصناعة,صناعة المعادن,المنطقة الشرقية,966590666684,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,2055129545.0
مصنع فيرا للصناعة,الأغذية,منطقة عسير,966590442666,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,5850130395.0
مصنع الصخرة للمنظفات,الكيماويات المتخصصة,منطقة الرياض,966558115544,,,Factory Database - Saudi Gov,المصانع المتوافقة مع المعايير الرئيسية 4230 مصنع,1010644115.0
